smiles,hall,zprime,a,b,c,alpha,beta,gamma,volume
CCOC(=O)C#Cc1ccccc1N(=O)=O,81,1.0,7.299,19.028,8.103,90.0,115.20999999999998,90.0,1018.1980141991982
COC(=O)c1cc(OC(=O)c2ccc(cc2)N(=O)=O)ccc1c1ccccc1,6,2.0,8.069799999999997,6.511199999999999,35.007999999999996,90.0,92.98,90.0,1836.9757865276556
CO[C@@H]1CCC[C@H](O1)[C@@H](C1=CCCCC1)OC(=O)c1ccc(cc1)N(=O)=O,81,1.0,12.140600000000001,13.1539,12.965000000000003,90.0,113.25799999999998,90.0,1902.207903108693
O=C(c1ccc(cc1)N(=O)=O)OC1=CC[C@]2([C@]31CC=CC(C[C@H]23)(C)C)C,2,1.0,7.317999999999999,8.057,16.548,93.4,97.9,106.74,920.4294445505485
CC(=O)OC[C@H]([C@@H]([C@@H]([C@H]([C@@H]1[C@@H](N(=O)=O)[C@]2(O[C@]1(C)C=C2)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,11,1.0,22.429980692209405,10.074500000000002,14.302700000000002,90.0,77.42925005821886,90.0,3154.515797492419
CN1[C@@H]2CCCC[C@H]2O[C@@H]1c1ccc(cc1)N(=O)=O,115,1.0,5.504,15.363999999999999,16.102,90.0,90.0,90.0,1361.6407685120012
CN1[C@H]2CCCC[C@H]2O[C@H]1c1ccc(cc1)N(=O)=O,115,1.0,6.2059999999999995,14.106,15.55,90.0,90.0,90.0,1361.275549799999
CCOC(=O)[C@]12CC=C([C@]2(O)CCC(=CC1)C)/C(=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)/C,2,1.0,7.46,8.608999999999998,18.302,77.02,85.05,89.89,1140.921988405992
CCCCC[C@H]1N=N[C@H]2[C@@H]1CC[C@@H]2OC(=O)c1ccc(cc1)N(=O)=O,2,2.0,6.788900000000001,15.141599999999999,17.9178,80.906,79.686,81.295,1774.9062748010206
O=N(=O)C1=CC=C(O1)/C=N/N1N=C2C(=N1)C(=O)c1c(C2=O)cccc1,2,1.0,8.0731,8.486000000000002,11.004300000000004,97.005,93.084,109.555,701.482169299498
O[C@H](c1ccc(cc1N(=O)=O)N(=O)=O)NN1C(=NN=C1c1ccccn1)c1ccccn1,2,2.0,10.413999999999998,10.596000000000002,18.168,105.30999999999999,94.61,107.79,1812.642952351945
COc1cc(ccc1O)C(=O)/C=C/c1ccc(cc1)N(=O)=O,81,1.0,8.450999999999999,12.738999999999997,13.308,90.0,101.89400000000002,90.0,1401.9438857600005
O=N(=O)c1ccccc1OCC1=Nc2ccccc2N1CCC#N,81,1.0,10.412999999999997,15.927000000000001,9.951000000000002,90.0,111.007,90.0,1540.6640229350646
O=N(=O)c1ccc(OCC2=Nc3ccccc3N2CCC2=NN=NN2)cc1,2,1.0,7.297699999999999,10.8855,10.9993,100.039,93.036,97.959,849.4414432982902
O=N(=O)C[C@@H]1c2ccccc2C(=C)[C@]21C(=NN(C2=O)C)C,6,1.0,7.205799999999998,6.226399999999998,15.454999999999997,90.0,99.548,90.0,683.8012372325577
O=N(=O)C[C@H]1c2ccccc2/C(=C/c2ccccc2)/[C@@]21C(=NN(C2=O)c1ccccc1)C,82,1.0,10.2418,11.529,17.806100000000008,90.0,83.56000000000002,90.0,2089.236453130923
O=N(=O)c1ccc2c(c1)[C@@H]1[C@@H]3N2CC[C@]13C,81,1.0,9.0424,10.252,12.0344,90.0,106.2884,90.0,1070.842493264248
CC1=C(/N=C/c2ccc(cc2)N(=O)=O)C(=O)N(N1C)c1ccccc1,2,1.0,7.003,9.537000000000004,12.54,100.39699999999998,98.808,94.549,809.1081829591583
CC1=C(/N=C/c2ccc(cc2)N(=O)=O)C(=O)N(N1C)c1ccccc1,2,1.0,7.032000000000001,9.478999999999996,12.425,101.636,99.63300000000001,94.04,795.0762353676964
O=N(=O)c1ccccc1CCc1ccccc1N(=O)=O,6,1.0,7.5678,14.4964,5.9874,90.0,108.60700000000001,90.0,622.5187723825844
C/C(=N\Nc1ccc(cc1N(=O)=O)N(=O)=O)/C=C/c1ccccc1,82,1.0,7.391600000000001,15.7043,13.735000000000001,90.0,77.56379999999997,90.0,1556.9481322109273
COc1ccc(cc1)C(=O)[C@@H](Oc1ccccc1N(=O)=O)C,81,1.0,8.850999999999997,9.858,17.255,90.0,94.99,90.0,1499.847035617679
O=N(=O)C1=NON=C1NCc1ccccc1,39,1.0,10.532,8.2787,11.742,90.0,107.087,90.0,978.6090459619436
O=N(=O)C1=NON=C1N1CCc2ccccc2C1,82,4.0,13.895000000000001,12.241,25.923000000000002,90.0,79.14499999999998,90.0,4330.314929004531
COc1ccc(cc1)C1=C(C#N)N2C=CC=CC2=C1N(=O)=O,143,1.0,15.186499999999997,6.268399999999999,14.296699999999996,90.0,90.0,90.0,1360.9751656932194
CN1c2cccc(c2C(=C1c1ccccc1)N(=O)=O)N(=O)=O,164,2.0,17.151,11.475,14.067,90.0,90.0,90.0,2768.4942675749985
CN1c2ccc(cc2C(=C1c1ccccc1)N(=O)=O)N(=O)=O,82,1.0,11.349,8.874,14.050999999999998,90.0,75.40000000000002,90.0,1369.396176158746
CN1c2cc(ccc2C(=C1c1ccccc1)N(=O)=O)N(=O)=O,82,1.0,8.685,12.279,12.826999999999998,90.0,75.40000000000002,90.0,1323.740247584137
N#C/C=C(/c1ccccc1)\OC(=O)c1ccc(cc1)N(=O)=O,81,1.0,7.2849,27.989999999999995,7.036200000000002,90.0,100.301,90.0,1411.5869908594675
O=N(=O)c1ccc(cc1)CNC[C@H]1C[C@@H]2c3c([C@H]1c1c2cccc1)cccc3,2,1.0,10.154,10.301,10.672000000000002,61.47000000000002,86.236,77.00299999999999,954.4406334377437
CCOc1nc(cc(c1O)N(=O)=O)N(=O)=O,81,2.0,11.71,16.398999999999994,10.738,90.0,113.58,90.0,1889.8671561388414
O=N(=O)c1ccccc1NN=C(c1ccccn1)c1ccccn1,81,1.0,17.159,3.8564,22.307000000000006,90.0,103.695,90.0,1434.132294446383
O=C1N(Cc2ccccc2)C(=O)c2cc(c(NCc3ccccc3)c3cccc1c23)N(=O)=O,2,1.0,8.8032,8.822,13.994,86.92800000000001,76.37599999999999,72.28399999999999,1005.9381189232868
COC(=O)N1c2ccc(cc2[C@@]2(C1=O)Cc1ccccc1N1[C@H]2CCC1)N(=O)=O,81,1.0,9.594999999999999,14.325500000000002,13.664000000000001,90.0,100.059,90.0,1849.289855732658
O=C(OC(=O)C(c1ccccc1)(c1ccccc1)c1ccccc1)c1cc(cc(c1)N(=O)=O)N(=O)=O,2,1.0,8.603,9.774,14.322,86.59,78.33999999999999,72.9,1127.2856494930038
COC(=O)c1cccc(c1)N(=O)=O,81,1.0,7.493699999999999,11.764,9.778000000000002,90.0,102.784,90.0,840.6205929849019
COC[C@H]1[C@@H](C)C(=O)C[C@@H]([C@H]1N(=O)=O)c1ccccc1,115,1.0,8.537,8.883,19.604,90.0,90.0,90.0,1486.6530882840004
CCOC(=O)C1=C(C)NC(=O)N([C@H]1c1cccc(c1)N(=O)=O)CCC#N,2,1.0,9.359699999999998,9.493599999999999,11.307800000000002,79.076,68.906,72.16899999999998,888.8550557741869
O=N(=O)c1cc(c(N2CCCC2)c2ccccc12)N(=O)=O,90,1.0,10.705000000000002,15.019000000000002,16.054000000000002,90.0,93.55,90.0,2576.183522973718
O[C@@H](c1ccccc1)[C@H]1ON=C(C1)c1ccc(cc1)N(=O)=O,82,1.0,7.973999999999999,5.582,30.913999999999998,90.0,86.935,90.0,1374.0406185029171
CO[C@@H](C(C)(C)C)[C@@H]1ON=C(C1)c1ccc(cc1)N(=O)=O,82,1.0,11.639,6.218,20.395999999999997,90.0,88.17100000000002,90.0,1475.333060320941
C[C@H]([C@@]1(C)ON=C(C1)c1ccc(cc1)N(=O)=O)O,81,1.0,11.394000000000002,15.699,6.7175,90.0,94.407,90.0,1198.0361708941516
Cc1cccc(c2ccccc2N(=O)=O)c1C(=O)Nc1cccc2cccnc12,2,2.0,7.591999999999999,14.389999999999999,17.449999999999992,95.31,93.93,90.28,1893.6271882577141
CCOC(=O)/C(=C/c1ccccc1N(=O)=O)/C#N,290,1.0,7.819399999999999,38.26319999999999,7.971899999999998,90.0,90.0,90.0,2385.1547416631493
CN(C)C(=Nc1c(N=C(N(C)C)N(C)C)c(c(N=C(N(C)C)N(C)C)c(N=C(N(C)C)N(C)C)c1N(=O)=O)N(=O)=O)N(C)C,6,1.0,8.333,18.865,10.628999999999994,90.0,82.17000000000003,90.0,1655.3221360277125
COc1cc(ccc1OC)[C@@H]1CC=C[C@@H]([C@H]1N(=O)=O)O,82,1.0,5.617,18.699,13.363000000000005,90.0,79.86,90.0,1381.6237202033303
O=C([C@H]1[C@H]2CC[C@@H]([C@@H]1N(=O)=O)C=C2)O[C@H]1C(=O)N(CC1(C)C)c1ccc(cc1)C(=O)OCc1ccccc1,1,2.0,10.0377,10.537399999999996,13.576,89.667,76.192,68.20399999999997,1289.2945308614185
COC(=O)[C@]12[C@H]3[C@H]4[C@@]2([C@H]2[C@@H]1[C@@]3([C@@H]42)N(=O)=O)N(=O)=O,112,2.0,13.484000000000005,22.325,6.987000000000002,90.0,90.0,90.0,2103.2987061000013
NNc1ccc(cc1N(=O)=O)N(=O)=O,81,1.0,4.819,11.624999999999996,14.268000000000004,90.0,97.04,90.0,793.2797409920943
NNc1ccc(cc1N(=O)=O)N(=O)=O,81,1.0,4.7917,11.5905,14.0496,90.0,98.372,90.0,771.9744052486413
NNc1ccc(cc1N(=O)=O)N(=O)=O,44,1.0,10.63272100934987,9.179000000000002,7.661999999999999,90.0,86.28852404161015,90.0,746.2255624618773
COCCOC(=O)C1=C(C)NC(=C([C@H]1c1cccc(c1)N(=O)=O)C(=O)OCCCON(=O)=O)C,6,1.0,10.97,7.98,13.216000000000003,90.0,102.39,90.0,1129.9912182229768
COC(=O)[C@H]([C@H](N(C(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)[C@@H](c1ccccc1)C)c1ccccc1)CC,6,1.0,11.3587,6.752199999999999,17.616199999999992,90.0,107.542,90.0,1288.264845180418
COC(=O)[C@@H]1C(=O)C=C(N[C@H]1c1cccc(c1)N(=O)=O)C,82,2.0,12.995999999999999,10.386,22.843,90.0,76.29999999999998,90.0,2995.5455197292126
CCC[C@@]([C@@H](c1ccc(cc1)N(=O)=O)O)(C(=O)OCC)Nc1c(C)cc(cc1C)C,81,1.0,12.080299999999998,14.826999999999998,13.731399999999995,90.0,114.98399999999998,90.0,2229.3490390669294
CCC1=C(CC)C2=CC3=NC(=C(C4=C(CC)C(=C(N4)C=C4N=C(C=C1N2)C(=C4CC)CC)CC)N(=O)=O)C(=C3CC)CC,2,1.0,9.374,13.793999999999999,14.221,104.69,106.39,104.56999999999998,1599.674141199911
COCCN1C=Nc2ccc(cc12)N(=O)=O,2,1.0,4.7940000000000005,8.4531,13.411,97.35,94.854,101.266,525.2505805474848
CC(=O)Nc1cc(ccc1C)N(=O)=O,81,1.0,8.216699999999998,13.640599999999997,8.720299999999998,90.0,107.23069999999998,90.0,933.5125686591085
O=N(=O)C1=CC=C(O1)[C@H]1C[C@H]2ON1c1ccccc1C2,81,1.0,7.224800000000001,18.1447,9.450400000000002,90.0,94.279,90.0,1235.4169249690265
O=C1c2ccccc2c2nc(c3ccccc3)c(c3ccccc3)c(c3ccc(cc3)N(=O)=O)c12,82,2.0,12.257900000000001,24.9463,15.256000000000006,90.0,77.741,90.0,4558.7456316131465
O=N(=O)C1=C/C(=C\2/C=C(N(=O)=O)/C(=N/N(c3ccccc3)c3ccccc3)/C3=NON=C23)/C2=NON=C2/C/1=N\N(c1ccccc1)c1ccccc1,1,1.0,5.482899999999998,9.6207,15.613,106.46,94.81,91.88,785.6619260653587
N[C@@H]([C@@H](c1cccc(c1)N(=O)=O)N)c1cccc(c1)N(=O)=O,6,1.0,7.245000000000001,8.519,11.478,90.0,95.64,90.0,704.9944812867486
CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)OC(=O)c1ccc(cc1)N(=O)=O)C)C,6,1.0,10.7023,10.0995,14.156299999999996,90.0,101.499,90.0,1499.4120633108842
C[C@H]1CCc2c(/C/1=C/1\[C@@H]3[C@H]4CC[C@@H]([C@@H]3c3c1ccc(c3)N(=O)=O)C4)c(C)ccc2,2,1.0,9.6278,9.946,11.659300000000002,98.774,99.33499999999995,110.50499999999998,1005.0637992286753
O=N(=O)c1ccc(cc1)c1nc2ccccc2c(Cc2ccccc2)[n+]1[O-],81,1.0,4.1224,25.202000000000016,16.108000000000004,90.0,91.051,90.0,1673.2224680670172
O=N(=O)/C(=C/NC(C)(C)C)/C=N/C(C)(C)C,81,1.0,9.669,16.415,9.478710321327362,90.0,116.41592793821374,90.0,1347.3487443928316
CC(C)(C)NC=C(C=O)N(=O)=O,82,1.0,6.303,20.707,6.821000000000001,90.0,88.66,90.0,890.007683741985
COc1ccc(cc1)[C@]1(CCC/C(=N\Nc2ccc(cc2N(=O)=O)N(=O)=O)/C1)c1ccc(cc1)C,1,2.0,7.2089,8.081,20.594,81.103,84.522,84.47799999999998,1175.8030780507859
Nc1ccc(cc1NCc1ccccc1)N(=O)=O,81,1.0,13.110999999999999,5.915100000000002,16.309,90.0,110.01199999999997,90.0,1188.441861077991
Nc1ccc(cc1NCc1ccccn1)N(=O)=O,90,1.0,15.007,10.891000000000002,16.137,90.0,114.279,90.0,2404.179343180385
CN(C)C(=O)c1cccc(c1c1c(cccc1N(=O)=O)C(=O)N(C)C)N(=O)=O,2,1.0,8.6855,9.5744,11.5557,72.18799999999999,79.727,77.247,885.944865129512
CN(C)c1cccc(c1c1c(cccc1N(=O)=O)N(C)C)N(=O)=O,81,1.0,11.8016,16.9866,7.995000000000002,90.0,90.0,90.0,1602.7501231872009
Oc1cccc(c1)/C=C/C(=O)c1ccc(cc1)N(=O)=O,81,1.0,8.241,12.698000000000008,12.194000000000008,90.0,95.474,90.0,1270.2123661582204
CCN(CC)c1ccc(cn1)N(=O)=O,81,2.0,14.6723,10.691999999999998,12.4224,90.0,96.82,90.0,1934.9899647820869
O=N(=O)C[C@@H]1c2ccccc2OC(=O)[C@]21CCCC2=O,115,1.0,6.0553,13.8095,15.5347,90.0,90.0,90.0,1299.0219500126448
O=N(=O)[C@@H]1CCCC[C@]1(O[C@@H]1CCCC[C@@]1(O)c1ccccc1)c1ccccc1,82,1.0,10.907,10.736,17.937,90.0,88.64,90.0,2099.7871198970256
COC(=O)C1(CC2=C(C([C@H]2C1)(C)C)CC/C(=N\Nc1ccc(cc1N(=O)=O)N(=O)=O)/c1ccc(cc1)N(=O)=O)C(=O)OC,2,2.0,11.1962,13.6978,20.614,87.116,76.553,68.06,2849.7296417448515
N#C/C=C(\c1ccccc1)/Oc1ccc(cc1)N(=O)=O,2,3.0,9.0546,13.718500000000004,16.4462,103.527,90.913,100.22699999999999,1951.118782853061
O=N(=O)c1ccc2OC(=C(C#N)c2c1)c1ccccc1,82,1.0,8.6348,14.476,10.049799999999998,90.0,78.814,90.0,1232.3339940682913
OC[C@H]1O[C@@H](CN(=O)=O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O,115,1.0,7.246,9.243,24.543999999999993,90.0,90.0,90.0,1643.8289512319993
CC(=O)OC[C@H]1O[C@@H](CN(=O)=O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,6,1.0,5.624,13.878999999999998,21.743000000000006,90.0,92.45,90.0,1695.6092856093605
O=C(c1ccc(cc1)N(=O)=O)/C=C/C1=CC=CO1,82,1.0,3.8808999999999996,10.6603,26.504335214482868,90.0,86.47776588796256,90.0,1094.454347821436
COC(=O)[C@H]([C@H](N(C(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)[C@@H](c1ccccc1)C)c1ccccc1)C(C)C,6,1.0,11.373900000000003,6.7949,17.7374,90.0,106.33,90.0,1315.524726515864
COC(=O)[C@H]([C@H](N(C(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)[C@@H](c1ccccc1)C)c1ccccc1)Cc1ccccc1,352,1.0,9.1861,9.1861,34.6903,90.0,90.0,90.0,2927.3213033848638
O=C([C@H]1COC(O1)(C)C)O[C@H]([C@H]([C@H]([C@H]1COC(O1)(C)C)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)/C=C/c1ccccc1)c1ccccc1,115,1.0,11.4303,13.672099999999997,21.949499999999997,90.0,90.0,90.0,3430.1845535261878
Nc1ccccc1NC(=O)c1ccccc1N(=O)=O,2,1.0,7.4377,7.7862,11.4106,75.345,77.944,65.998,579.8138278119515
O=C(Nc1ccccc1NC(=O)c1ccccc1N(=O)=O)c1cccc(n1)C(=O)Nc1ccccc1NC(=O)c1ccccc1N(=O)=O,81,1.0,14.967630000000002,15.13591,12.96566,90.0,98.955,90.0,2901.5497286303066
O=N(=O)c1cc(nc(c1)N(=O)=O)N(=O)=O,81,3.0,8.756599999999999,28.572999999999993,9.7394,90.0,90.0,90.0,2436.8205903329185
O=N(c1cc(N(=O)=O)[n+]([O-])c(N(=O)=O)c1)=O,82,1.0,14.128,9.6272,5.994300000000001,89.99999999999999,90.0,90.0,815.3032150348799
CN1C=C(C(=O)C2=C(c3ccccc3OC(=O)c3ccc(cc3)N(=O)=O)c3ccccc3N2C)c2ccccc12,82,1.0,9.274,20.133,14.330000000000002,90.0,89.557,90.0,2675.5236493102143
Oc1cccc2c1nc(/C=C/c1ccc(cc1N(=O)=O)N(=O)=O)cc2,90,1.0,22.142000000000003,8.662899999999999,15.685400000000001,90.0,91.506,90.0,3007.638982952989
O=N(=O)C[C@@H]1C=C(O[C@H]2[C@@H]1C[C@@H](O2)c1cccc(c1)N(=O)=O)c1ccccc1,115,1.0,7.593099999999999,10.541999999999998,22.619999999999997,90.0,90.0,90.0,1810.6509297240004
Cc1ccc(cc1)/C=N/c1cc(N(=O)=O)c(c(c1)N(=O)=O)C,82,2.0,19.440999999999995,7.544,19.99699999999999,90.0,80.32000000000004,90.0,2891.0612810989915
O=C1Nc2ccc(cc2C1=O)N(=O)=O,2,2.0,5.559500000000001,12.0772,12.2795,87.322,87.35500000000002,83.049,816.8490938846662
COc1ccc(cc1)N1C2=C([C@@H](C=C1C(=O)OC)c1ccc(cc1)N(=O)=O)[C@H](N(C2=O)c1ccc(cc1)OC)c1ccccc1,115,1.0,9.95257,14.326680000000001,20.791399999999996,90.0,90.0,90.0,2964.5892891501976
CN1C(=O)CCc2cc(cc(N3CCOCC3)c12)N(=O)=O,81,1.0,9.799999999999999,17.618999999999996,8.006,90.0,104.339,90.0,1339.3012871065175
COc1cc(OC)c(cc1/C=C/C(=O)c1ccc(cc1)N(=O)=O)OC,2,1.0,8.5874,9.162399999999998,10.9048,95.508,104.062,97.357,818.2043401092275
NNC(=O)c1ccccc1N(=O)=O,115,1.0,4.9867,12.538200000000003,12.8637,90.0,90.0,90.0,804.293091043578
O=C(Cc1ccc(cc1)N(=O)=O)OC1CCCCCCCCC1,6,1.0,7.504999999999997,5.849199999999999,19.381,90.0,100.289,90.0,837.1106166227684
N#C/C(=C\c1cccc(c1)OC)/c1ccc(cc1)N(=O)=O,82,1.0,6.881800000000001,30.0658,7.0543000000000005,90.0,63.17400000000001,90.0,1302.504138635442
N#C/C(=C\c1cccc(c1)OC)/c1ccc(cc1)N(=O)=O,212,1.0,12.6352,59.58,6.8942,90.0,90.0,90.0,5189.989720147207
COC(=O)[C@@H]([C@@H](N(C(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)[C@H](c1ccccc1)C)c1ccccc1)CC,6,1.0,11.364999999999998,6.7528999999999995,17.632999999999992,90.0,107.62,90.0,1289.7859127927059
OCCn1c(/C=C/c2ccccc2)ncc1N(=O)=O,81,1.0,7.087999999999999,7.116,24.934999999999988,90.0,95.03,90.0,1252.8333115054324
CN1CCN(CC1)Cc1cc(cc(CN2CCN(C)CC2)c1O)N(=O)=O,2,1.0,9.369,10.7536384233243,11.51,88.29399951676703,72.18000000000002,64.23206461058841,986.9872396704327
NC(=O)N/N=C/C1=CC=C(O1)N(=O)=O,81,1.0,10.22,8.402,9.943000000000001,90.0,101.17999999999999,90.0,837.5874393537214
NC(=O)N/N=C/C1=CC=C(O1)N(=O)=O,6,1.0,4.1964,7.012900000000002,14.452799999999998,90.0,90.924,90.0,425.2751832319722
NC(=O)N/N=C/C1=CC=C(O1)N(=O)=O,81,1.0,13.570299999999996,7.8254,7.9677,90.0,102.26000000000002,90.0,826.8177408852507
NC(=O)N/N=C/C1=CC=C(O1)N(=O)=O,6,1.0,4.209799999999998,6.9632,14.202099999999996,90.0,92.36,90.0,415.9626954555259
NC(=O)N/N=C/C1=CC=C(O1)N(=O)=O,81,1.0,13.4449,7.822099999999997,7.858699999999997,90.0,103.134,90.0,804.8590623367187
NC(=O)N/N=C/C1=CC=C(O1)N(=O)=O,81,1.0,13.4461,7.848399999999999,7.8332,90.0,103.398,90.0,804.1426288808149
NC(=O)N/N=C/C1=CC=C(O1)N(=O)=O,6,1.0,4.2045,6.8953,14.2,90.0,92.683,90.0,411.2250253021814
N#Cc1ccc(c(c1)N(=O)=O)/C=C/c1ccc(cc1)N(C)C,2,1.0,7.328,8.58,12.211,101.91,95.38,101.92,727.5341988007848
CN1[N-]C(=C([N+]#N)C1=O)N(=O)=O,82,1.0,8.7709,5.7826,13.318,90.0,81.496,90.0,668.0439682394637
NN1N=C(C(=C1N(=O)=O)N)N(=O)=O,290,1.0,6.435900000000002,12.7184,15.876900000000006,90.0,90.0,90.0,1299.5933384060647
CNC(=O)Nc1ccc(cc1N(=O)=O)N(=O)=O,2,1.0,4.1818,11.5284,12.397926397080631,65.48279042262645,108.32539684843618,82.224,491.18042675121205
O=C1N[C@@H]2[C@@H](O1)[C@@H](O)[C@@H](CCCC2)OC(=O)c1ccc(cc1)N(=O)=O,2,1.0,7.082,7.129,17.347,97.182,93.653,114.91,781.4816720350959
COC(=O)[C@]12CC[C@@](C2=CC(CC1)(C)C)(C)Cc1cccc(c1)N(=O)=O,81,1.0,15.2037,9.589099999999998,13.128200000000001,90.0,90.695,90.0,1913.8168419674496
COC(=O)c1ccc(NC2=NNC(=C2)C)c(c1)N(=O)=O,2,1.0,5.923300000000001,8.8858,11.7819,85.69,83.5,84.01500000000001,611.5146500818712
O=C1CCCC[C@@H]1Oc1ccc(cc1)N(=O)=O,95,1.0,23.591,6.159000000000001,15.688000000000002,90.0,80.9,90.0,2250.7296435344138
CC(C[C@@H]([C@@H]([C@H](C(=O)C)C)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)N(C(=O)OC(C)(C)C)C)C,11,1.0,23.27303821201875,6.019099999999998,19.570999999999998,90.0,73.50409612363215,90.0,2628.716905497063
CC(C[C@@H]([C@H]([C@@H](C(=O)C)C)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)NC(=O)OC(C)(C)C)C,352,1.0,10.542,10.542,22.5021,90.0,90.0,90.0,2500.7430709043997
CC(CNC(=O)C(C)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,290,1.0,10.082,16.969,14.097,90.0,90.0,90.0,2411.735313426
CC([C@@H]1CC[C@H]([C@]2([C@H]1C(=O)CC[C@H]2N(=O)=O)O)C)C,115,1.0,9.3072,11.839,13.106,90.0,90.0,90.0,1444.1231521248012
O=N(=O)c1c(cc(cc1c1ccccc1)c1ccccc1)c1ccccc1,81,2.0,28.896000000000004,13.163,10.011,90.0,98.12,90.0,3769.5893473345154
O=C1[C@H](Cc2ccccc2)N[C@@H](NC2=C1N1C=CC=CC1=N2)c1ccc(cc1)N(=O)=O,6,2.0,9.478,18.043000000000003,11.786499999999998,90.0,97.428,90.0,1998.7127404588732
O=C1O[C@@]23[C@@]4([C@H]1C[C@H]([C@]3(C)OC(=O)c1ccc(cc1)N(=O)=O)C4)[C@H](C)CCC=C2,2,1.0,6.503,12.398934515141162,13.9183,71.30426143958384,82.58,107.18594920159642,983.9955877936096
CC(=O)O[C@H]1CC[C@]2(OC(=C(N(=O)=O)[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2OC(=O)C)C)C1)C,1,1.0,7.268999999999999,7.353,11.053000000000003,94.4,107.08,102.02,546.2945598194652
CC(=O)O[C@H]1CC[C@]2([C@](C1)(ON(=O)=O)[C@@H](N(=O)=O)[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2OC(=O)C)C)C,115,1.0,9.994,11.412999999999998,20.365999999999996,90.0,90.0,90.0,2322.976957051999
C[C@H]1C[C@@H]1[C@H]([C@@H]([C@H]1C[C@@H]1C)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,6,1.0,6.37,9.443,21.991,90.0,90.0,90.0,1322.8006528099995
COc1ccc(cc1)[C@@H]1[C@H](COc2c1c1ccccc1cc2)N(=O)=O,115,1.0,8.1519,11.275700000000004,17.4564,90.0,90.0,90.0,1604.5639882080122
C[C@@H]1CCCCCCCCCCCC[C@H](C1)OC(=O)c1c(cccc1N(=O)=O)C(=O)O,6,2.0,6.414999999999999,38.947,9.667,90.0,96.103,90.0,2401.5629317959147
O=C(c1cccc2c1cccc2)/C=C/c1ccc(cc1)N(=O)=O,82,1.0,16.157,3.882,24.224000000000004,90.0,73.64,90.0,1457.8471927896562
O=C1[C@H]2CN(C[C@@H]1[C@]1([C@@H]([C@H]2c2ccc(cc2)N(=O)=O)C(=O)c2c1cccc2)O)Cc1ccccc1,90,1.0,17.484999999999996,23.213999999999995,13.751999999999997,90.0,90.43700000000001,90.0,5581.730300586331
COc1ccc(cc1)[C@H](C1=CNc2c1cccc2)CN(=O)=O,82,1.0,8.4935,9.543,18.326000000000004,90.0,79.36400000000002,90.0,1459.866339460827
O=C1OCCC(=C1)CCCCOC/C(=N\Nc1ccc(cc1N(=O)=O)N(=O)=O)/Cc1ccccc1,81,1.0,19.873999999999995,6.8051,20.335,90.0,119.548,90.0,2392.5151753040236
COC(=O)[C@]1(ON([C@H](C1)c1ccccc1)C)c1ccccc1N(=O)=O,6,1.0,11.141,6.866,11.390000000000002,90.0,112.29099999999997,90.0,806.1574200118197
CO[C@H]1CCCC/C/1=C/C[C@H](c1ccc(cc1)N(=O)=O)OC(=O)c1ccc(cc1)N(=O)=O,2,1.0,6.2009,8.8687,20.468999999999994,81.589,86.41799999999999,80.891,1098.6287384537457
COC(=O)C1(N[C@@H]1c1ccc(cc1)N(=O)=O)C(=O)OC,2,2.0,8.013,13.311999999999998,13.652,105.98399999999998,106.13700000000001,107.137,1231.365976080522
COC(=O)C1(N[C@@H]1c1ccc(cc1)N(=O)=O)C(=O)OC,2,2.0,8.0274,13.332999999999998,13.673999999999996,105.97,106.05,107.14,1238.5332381652895
CC(=O)CN1C(=NC=C1N(=O)=O)C,82,1.0,4.7547999999999995,12.3971,14.858,90.0,82.65,90.0,868.619252766946
O=N(=O)c1ccc(cc1)/C=C/C=N/c1cccc2c1cccc2,81,1.0,7.702099999999999,13.871300000000002,14.255399999999996,90.0,98.096,90.0,1507.841222035677
OC1=CC=CC=C(C1=O)N(=O)=O,81,1.0,9.6167,6.4772,11.7326,90.0,96.162,90.0,726.5929367913631
Oc1ccc(NC(=O)c2ccc(cc2)N(=O)=O)cc1,81,1.0,7.5187,12.569499999999998,11.793199999999995,90.0,90.033,90.0,1114.5315081714934
