ccdc_id,Calc. Density,Cell Volume,CHIRAL SMILES,Space Gp. Number
NUPQAS,1.354,2066.896,CCOC(=O)CC(CC(=O)OCC)(N1C=C2C=C(C=CC2=N1)N(=O)=O)C(=O)OCC,14
NUPSID,1.3,1616.777,CC[C@@H]1[C@H]2CC[N@]3[C@@H]1[C@](C2)(O)[C@H](CC3)c1ccccc1N(=O)=O,14
NUPYIJ,1.342,3764.837,COC(=O)/C(=N\[C@@]12CCCC[C@H]2c2c(O1)cccc2)/c1ccc(cc1)N(=O)=O,61
NUPYON,1.459,1572.021,COc1cc(cc(c1O)/C=N/NC(=O)c1cccc(c1O)C)N(=O)=O,14
NUPYUV,1.302,4392.226,CC[C@H]1C(=N[C@@]([C@@]21C=CC=CC2=O)(C(=O)OC)c1ccc(cc1)N(=O)=O)c1ccccc1,14
NUQBEJ,1.391,941.495,C=CC[C@@](OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)(CCc1ccccc1)C#C,4
NUQCEJ,1.388,972.625,COc1ccc2ccccc2c1N(=O)=O,2
NUQFIP,1.439,692.801,O=C(NNC(=O)c1ccccc1)Nc1ccccc1N(=O)=O,7
NUQJEP,1.45,760.964,O/N=C/c1cccc(c1)N(=O)=O,14
NUQPOF,1.841,1515.962,Oc1c2C(=O)c3c(O)c(cc(c3C(=O)c2c(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,14
NUQQIC,1.468,1217.866,CCOC(=O)[C@H]([C@@](c1ccc(cc1)N(=O)=O)(O)C)O,19
NUQRUN,1.434,1552.962,O=C(c1ccccc1N(=O)=O)N/N=C/c1c(O)ccc2c1cccc2,14
NUQZIJ,1.528,1336.074,NC1=C(C=C(C=C1)[N+](=O)[O-])\[NH+]=C\C1=C(C=CC2=CC=CC=C12)[O-],14
NUQZIJ01,1.492,1367.9,Nc1ccc(cc1[NH+]=Cc1c([O-])ccc2ccccc12)N(=O)=O,14
NUQZIJ02,1.484,1375.755,Nc1ccc(cc1/N=C/c1c(O)ccc2c1cccc2)N(=O)=O,14
NUQZOP,1.472,1621.127,O=C(c1ccccc1)C1=CN(N=C1C1=CC=C(O1)N(=O)=O)c1ccccc1,14
NURBIM,1.414,1438.474,CC(=O)c1c(C)nc2ccc(cc2c1c1ccccc1)N(=O)=O,14
NURMEU,1.139,1450.374,O=CN(Cc1c2ccccc2cc2ccccc12)c1cc2ccccc2cc1Nc1ccc(cc1)N(=O)=O,2
NUSLUI,1.268,1064.659,O=C(c1ccc(cc1)N(=O)=O)O[C@H]1C(=O)N([C@H]1[C@H]1OC1(C)C)C(=O)OC(C)(C)C,4
NUSQEY,1.366,3893.677,O=N(=O)c1cc(ccc1N/N=C/1\[C@@H]2CCC[C@]32CC[C@@]2([C@H]1CCCC2)O3)N(=O)=O,56
NUSQIC,1.383,3982.507,O=N(=O)c1cc(ccc1N/N=C/1\[C@H]2CCCC[C@]32CC[C@@]2([C@H]1CCCC2)O3)N(=O)=O,61
NUSTED,1.483,2223.808,Cc1ccc(cc1)N1N=C(C=C1N(=O)=O)N(=O)=O,60
NUSTIH,1.742,858.25,O=N(=O)C1=NN(C2=NNC=N2)C(=C1)N(=O)=O,14
NUSTON,1.732,924.845,NC1=NON=C1N1N=C(C=C1N(=O)=O)N(=O)=O,14
NUSTUT,1.771,900.876,NC1=NC(=NN1)N1N=C(C=C1N(=O)=O)N(=O)=O,14
NUTRUP,1.393,1622.271,COC([C@]1(C)Oc2ccc(cc2[C@H]([C@H]1O)NC(=O)C)N(=O)=O)OC,19
NUTYEJ,1.356,1083.772,C=C1C[C@H]2[C@]3([C@@H]1C(=O)[C@@H](C2)C[C@@H]3N(=O)=O)C,2
NUVKOG,1.488,922.261,COC(=O)c1c(C)nc(C)c(C(=O)OC)c1C#Cc1cc(cc(c1)N(=O)=O)N(=O)=O,2
NUVXAE,1.594,754.999,NNC(=O)c1ccc(cc1)N(=O)=O,33
NUVZUC,1.253,1010.921,O=N(=O)C[C@@H]([C@]1(Cc2c(C1=O)cccc2)C(=O)OC(C)(C)C)c1ccccc1,4
NUWKOH,1.444,3295.805,O[C@H]1CCc2c1cc(cc2)N(=O)=O,15
NUWPUT,1.304,4631.571,OC1=NN(C=C1)[C@]1(C(=O)N(c2c1cccc2)Cc1ccccc1)[C@@H](c1ccccc1)CN(=O)=O,19
NUWVIL,1.624,921.154,CC(=O)Oc1ccc(cc1C(O)=O)N(=O)=O,14
NUYPAB,1.487,2016.111,COC(=O)c1ccc(c2cccc(c2N)c2ccc(cc2N(=O)=O)C(=O)OC)c(c1)N(=O)=O,15
NUYPEF,1.506,995.189,COC(=O)c1ccc(c2ccc(c(N)c2)c2ccc(cc2N(=O)=O)C(=O)OC)c(c1)N(=O)=O,14
OBABOL,1.313,1313.828,O=N(=O)c1ccc(cc1)[C@@H](C1=C(Nc2c1cccc2)c1ccccc1)C1=C(Nc2c1cccc2)c1ccccc1,2
OBAFUU,1.351,1565.231,CC(=O)CC[C@@]1(CCCC1=O)C(=O)Nc1ccc(cc1)N(=O)=O,4
OBAHIK,1.307,5272.187,CCOC(=O)C1=CC([C@]2([C@H]1c1ccc(cc1)N(=O)=O)C(=O)N(c1c2cccc1)Cc1ccccc1)(C#N)C#N,56
OBAHOQ,1.355,2772.98,CCOC(=O)[C@@]1(C#N)C=C([C@H]([C@]21C(=O)N(c1c2cccc1)Cc1ccccc1)c1ccc(cc1)N(=O)=O)C(=O)OCC,14
OBEMIT,1.39,2535.717,O=N(=O)c1ccc(Oc2cccc3ccccc23)cc1,61
OBERAQ,1.394,3224.545,O=C1N(CCCOc2c3Cc4cc(cc(Cc5cc(cc(Cc6cc(cc(Cc2cc(c3)N(=O)=O)c6OCCCN2C(=O)c3ccccc3C2=O)N(=O)=O)c5OCCCN2C(=O)c3ccccc3C2=O)N(=O)=O)c4OCCCN2C(=O)c3ccccc3C2=O)N(=O)=O)C(=O)c2ccccc12,2
OBEZIH,1.341,1403.562,O=C(c1ccc(cc1)N(=O)=O)O[C@@H]1CCC[C@H]([C@@H]1OC(=O)c1ccc(cc1)N(=O)=O)[C@@]1(O)C[C@@H]2C([C@@]1(C)CC2)(C)C,4
OBOHOF,1.228,2240.932,Oc1c(cc(cc1C(C)(C)C)/C=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)C(C)(C)C,62
OBOKIC,1.439,1538.26,Oc1ccc(cc1/C=N/c1ccc(cc1)Nc1ccccc1)N(=O)=O,14
OBOZUD,1.418,2180.009,Oc1ccccc1C1=C(C=C(C(=O)c2ccccc2)C2=NCCN12)C(=O)c1ccccc1N(=O)=O,14
OBUDAS,1.477,1106.96,COc1ccccc1Oc1ncccc1N(=O)=O,14
OBUJAY,1.442,3043.184,COc1ccccc1/C(=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)/C,15
OBUWUF,1.434,1553.427,O=C(c1ccc(cc1)N(=O)=O)N/N=C/c1c(O)ccc2c1cccc2,14
OBUWUF01,1.489,1496.182,O=C(c1ccc(cc1)N(=O)=O)N/N=C/c1c(O)ccc2c1cccc2,14
OBUXOA,1.295,526.167,CCCNc1ccc(cc1N(=O)=O)C#N,2
OCALEL,1.336,1413.363,C/C(=N\NC(=O)c1ccccc1N(=O)=O)/c1ccccn1,14
OCALOU,1.392,532.636,CC(=O)NCCNc1ccc(cc1)N(=O)=O,2
OCAMAJ,1.879,799.093,O=N(=O)C1=CC2=NO[N+](=C2C=C1N(=O)=O)[O-],29
OCATEU,1.421,1351.797,COC(=O)[C@@H]1C[C@@H](O)[C@H]2[C@@H]([C@H]1CN(=O)=O)OC(O2)(C)C,19
OCATIY,1.398,1222.542,O=N(=O)C[C@@H]1[C@H]2C[C@@H]([C@@H]3[C@H]1OC(O3)(C)C)OC2=O,19
OCAYID,1.324,1219.916,CC(C)(c1ccnc(n1)c1ccccc1)N(=O)=O,2
OCEHEL,1.532,527.299,O=N(=O)c1cc2OCOc2cc1C=C(C#N)C#N,2
OCEJUD,1.261,4177.88,COc1c(cc(c(c1C(=O)N[C@H](C(C)C)C)N[C@H](C(C)C)C)N(=O)=O)N(=O)=O,5
OCEKIS,1.374,692.141,CCOc1ccccc1N/N=N/c1cccc(c1)N(=O)=O,2
OCEREV,1.256,1161.78,OC1=C(C(=O)CC(C1)(C)C)[C@H](C1=C(O)CC(CC1=O)(C)C)/C=C/c1ccccc1N(=O)=O,2
OCEVUN,1.259,1848.095,CCCN1c2ccccc2C([C@@]21C=Cc1c(O2)ccc(c1)N(=O)=O)(C)C,2
OCEXON,1.344,1103.269,CN(C)N(C)C(=O)c1ccc(cc1)N(=O)=O,19
OCEXUT,1.478,930.799,CN1N(C)c2cc(ccc2C1=O)N(=O)=O,33
OCIKAQ,1.349,1030.258,CNN(C)C(=O)c1ccc(cc1)N(=O)=O,14
OCOMOK,1.411,989.195,OC(=O)CCNc1ccc(cc1)N(=O)=O,14
OCONEZ,1.213,836.374,Cc1ccc(cc1)/C=C/C=C(/N(=O)=O)\C=C\c1ccc(cc1)C,2
OCUHUS,1.728,1269.318,CC1=NC(=NO1)C1=NON=C1NCC(N(=O)=O)(N(=O)=O)N(=O)=O,14
OCUZAR,1.448,1180.087,O=C(OCc1ccccc1N(=O)=O)c1ccccc1,14
OCUZEV,1.444,706.76,O=C(OCc1ccccc1N(=O)=O)c1ccc2ccccc2c1,2
OCUZIZ,1.376,761.067,O=C([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OCc1ccccc1N(=O)=O,11
OCUZOF,1.429,1428.73,O=C(OCc1ccccc1N(=O)=O)c1cccc2ccccc12,14
OCUZUL,1.467,1039.944,OCc1ccccc1N(=O)=O,2
OCUZUL01,1.475,2068.596,OCc1ccccc1N(=O)=O,14
ODAPIT,1.369,1884.833,O=N(=O)c1ccc(NN=C(C=Cc2ccccc2)c2ccccc2)c(c1)N(=O)=O,62
ODAVEV,1.507,851.178,O=C/C=N/Nc1cccc(c1)N(=O)=O,9
ODAWIA,1.51,796.947,OC(=O)Cc1ccccc1N(=O)=O,14
ODAWIA01,1.436,837.939,OC(=O)Cc1ccccc1N(=O)=O,14
ODEPAS,1.303,3219.198,CC1=C2[C@H](OC(=O)c3ccc(cc3)N(=O)=O)[C@]3(O)CCC(=C(C3(C)C)[C@H]3[C@H]([C@@]2([C@H](CC1)OCc1ccccc1)C)OC(O3)(C)C)C,19
ODEVEC,1.311,3174.221,CN1O[C@H](NC[C@]1(C)c1ccccc1)c1ccc(cc1)N(=O)=O,15
ODEVEY,1.468,1034.642,C[C@@H]([C@@H]1ON([C@H]2[C@@H]1COC2=O)Cc1ccccc1)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,4
ODISEZ,1.396,1349.927,CC(=O)OC[C@H]1O[C@@H](O[C@@H]2[C@H](O)C=CO[C@@H]2c2ccc(cc2)N(=O)=O)[C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)OC(=O)C,4
ODOGIZ,1.323,1349.133,CCC[C@@H]1C[C@@H](OC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)C[C@@H](N1C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,2
ODOHOF,1.445,947.611,O=C(/C=C\C=C/C(=O)OCc1ccc(cc1)N(=O)=O)OCc1ccc(cc1)N(=O)=O,14
ODOWOW,1.423,915.863,O=C(c1cc(cc(c1)N(=O)=O)N(=O)=O)OC[C@@H]1C[C@@]21[C@H]1C=C[C@@H]2c2c1cccc2,2
OFAMUG,1.251,2647.793,CCCC[C@@](/C=C/[C@H](c1ccc(c(c1)OC)OC)C)(C/C=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)C,29
OFANAN,1.137,2970.3,CCCC[C@]([C@H](/C=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)C)(/C=C/[C@@H](c1ccc(cc1)C)CCCC)C,14
OFAZUQ,1.45,699.098,CCN(C(=O)/C(=C/c1cc(O)c(c(c1)N(=O)=O)O)/C#N)CC,2
OFAZUQ01,1.422,713.087,CCN(C(=O)/C(=C/c1cc(O)c(c(c1)N(=O)=O)O)/C#N)CC,2
OFAZUQ02,1.387,2924.726,CCN(C(=O)/C(=C/c1cc(O)c(c(c1)N(=O)=O)O)/C#N)CC,33
OFAZUQ03,1.466,691.699,CCN(C(=O)/C(=C/c1cc(O)c(c(c1)N(=O)=O)O)/C#N)CC,2
OFEBAC,1.346,960.681,CCN(C(=O)/C(=C/c1cc(OC(=O)C(C)(C)C)c(c(c1)N(=O)=O)O)/C#N)CC,2
OFEBEG,1.349,1917.616,CCN(C(=O)/C(=C/c1cc(OC(=O)C)c(c(c1)N(=O)=O)OC(=O)C)/C#N)CC,14
OFEBIK,1.341,2543.32,CCN(C(=O)/C(=C\c1cc(OC(=O)c2ccccc2)c(c(c1)N(=O)=O)OC(=O)c1ccccc1)/C#N)CC,2
OFEKUG,1.292,4148.148,COc1cc(c(cc1OC)N(=O)=O)[C@H]1CC(=NN1c1ccccc1)c1ccccc1,15
OFEZIK,1.383,1523.933,COC(=O)[C@]1(C=CC=C1c1ccc(cc1)N(=O)=O)CC(=O)OC,14
OFIHUG,1.309,2205.163,C[C@@H]1O[C@]2(O[C@@H]1C)[C@H]1CC[C@@]([C@@H]2OC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)(C1(C)C)C,4
OFIJIZ,1.466,748.342,O=N(=O)c1ccccc1NCCCCNc1ccccc1N(=O)=O,2
OFIJOF,1.436,4712.517,O=N(=O)c1ccccc1NCCN(CCNc1ccccc1N(=O)=O)CCNc1ccccc1N(=O)=O,61
OFIJUJ,1.246,1110.419,CC1=CC[C@@H](CC1)[C@@H](C[C@@H]1CCC[C@@H]1OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C,4
OFIWUY,1.42,601.471,NC(=O)N(c1ccccc1)c1ccccc1N(=O)=O,2
OFIXAF,1.372,1109.566,NN(c1ccccc1)c1ccccc1N(=O)=O,33
OFIXEJ,1.393,751.453,COC(=O)c1ccc(cc1)N(C(N)=O)c1ccccc1N(=O)=O,2
OFOLIE,1.406,1007.09,O=N(=O)c1ccc2N(Cc3ccc(CN4C=Cc5cc(ccc45)N(=O)=O)cc3)C=Cc2c1,14
OFOLUQ,1.325,2163.592,O=N(=O)c1ccc2N(Cc3ccc(CN4c5ccccc5c5ccccc45)cc3)C=Cc2c1,14
OFOMAX,1.373,1500.972,O=C(OCCN1C=Cc2ccccc12)c1ccc(cc1)N(=O)=O,14
OFOMOL,1.364,3509.719,O=C(OCCN1c2ccccc2c2ccccc12)c1ccc(cc1)N(=O)=O,14
OFOYEQ,1.305,1327.77,CCN(c1ccc2c(c1)Oc1c([C@@]32OC(=O)c2c3cccc2N(=O)=O)cc(c(c1)C)Nc1ccccc1)CC,2
OFUCUQ,1.46,971.85,COc1ccc(cc1)C(=O)NN1CC(=O)N(CC1=O)NC(=O)c1ccc(cc1)N(=O)=O,2
OFUDAX,1.454,1814.51,O=C1CN(NC(=O)c2ccc(cc2)N(=O)=O)C(=O)CN1NC(=O)c1ccccc1,14
OFUZUM,1.317,1158.981,COc1ccccc1[C@H]1[C@H](N(=O)=O)[C@@H](O[C@]1(C(=O)OC)c1ccccc1)/C=C/c1ccccc1,4
OGEDAG,1.428,2080.942,O=C(c1c2ccccc2cc2c1cccc2)Oc1ccc(cc1)/N=N/c1ccc(cc1)N(=O)=O,14
OGEDIO,1.378,2170.22,CC(C)(Oc1ccc(cc1)N(=O)=O)C(O)=O,15
OGENEU,1.497,1301.422,O=C(Nc1cccc2cccnc12)c1ccccc1N(=O)=O,14
OGENIY,1.487,1310.141,O=C(Nc1cccc2cccnc12)c1cccc(c1)N(=O)=O,4
OGENIY01,1.437,1355.126,O=C(Nc1cccc2cccnc12)c1cccc(c1)N(=O)=O,4
OGEPUM,1.51,1290.317,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N(=O)=O,14
OGEPUM01,1.477,1318.631,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N(=O)=O,9
OGEPUM02,1.436,1356.332,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N(=O)=O,14
OGEPUM03,1.453,1340.734,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N(=O)=O,14
OGERAW,1.407,1852.244,C=CC[C@@]1(C(=O)OCC[C@@]21C(=O)N(c1c2cccc1)C)c1ccccc1N(=O)=O,14
OGEWUS,1.439,766.967,CCOC(=O)N1[C@@H]2C=C[C@H](N1C(=O)Nc1ccc(cc1)N(=O)=O)C2,2
OGIBUE,1.388,912.794,COC(=O)[C@@H]1[C@@H](O)[C@H](OCc2ccccc2)[C@@H]2[C@H]([C@H]1N(=O)=O)OC(O2)(C)C,4
OGILIA,1.631,774.569,[O-][n+](ccc1N(=O)=O)c2c1cccc2,14
OGILIA01,1.595,791.959,[O-][n+](ccc1N(=O)=O)c2c1cccc2,19
OGOCOE,1.318,3850.32,COc1ccc(cc1)[C@@H]1[C@@H](c2ccc(cc2)N(=O)=O)[C@H](c2ccc(cc2)N(=O)=O)[C@@H]2c3c1cc(OC)cc3[C@H]([C@@H]2c1ccc(cc1)N(=O)=O)c1ccc(cc1)OC,14
OGOCUK,1.358,4995.963,COc1ccc2c(c1)[C@@H](c1ccc(cc1)OC)[C@@H]([C@H]2Cc1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O,15
OGODIZ,1.881,925.513,O=N(=O)C1=CN(N=C1)C(N(=O)=O)(N(=O)=O)N(=O)=O,2
OGOKAY,1.969,1036.15,O=N(=O)C1=CN(N=C1N(=O)=O)C(N(=O)=O)(N(=O)=O)N(=O)=O,19
OGOKEC,2.02,1009.97,O=N(=O)C1=NN(C(=C1)N(=O)=O)C(N(=O)=O)(N(=O)=O)N(=O)=O,2
OGOYAN,1.712,1320.306,NC(N)=C(C1=NC=NN1)N(=O)=O,61
OGOYER,1.707,766.983,NC(N)=C(c1ncnc(N)n1)N(=O)=O,13
OGOYOB,1.741,412.213,NC(=[NH2+])C(C1=NN=N[N-]1)(N(=O)=O)N(=O)=O,2
OGUBUO,1.388,3219.267,Cc1cc(ccc1C1=C2COC[C@H](N2N=N1)c1ccccc1)N(=O)=O,61
OHEXOR,1.359,1377.653,COC(=O)/C=C/c1cccc2c1C(=CN2C)[C@H](C1=CN(c2c1c(ccc2)/C=C/C(=O)OC)C)c1ccc(cc1)N(=O)=O,2
OHEXUX,1.346,1634.893,N#CC[C@H]1c2cccc3c2C(=CN3C)[C@H]([C@@H]1N(=O)=O)c1ccccc1,33
OHIDOY,1.332,1942.417,CCOC(=O)C1=NNC(=C([C@H]1c1ccccc1N(=O)=O)C(=O)OC(C)(C)C)C,14
OHILOI,1.433,2459.564,O=N(=O)c1c(Nc2ccccn2)ccc2ccccc12,61
OHIPOL,1.235,1965.303,O=N(=O)c1ccc(cc1)/C=N/N=C(\Nc1ccccc1)/NC1CCCCC1,29
OHISEF,1.232,955.71,CCCCCCCCc1ccc(cc1)/N=C/c1cc(ccc1O)N(=O)=O,2
OHISUT,1.335,3835.484,CCCOc1c2Cc3cc(cc(Cc4cccc(Cc5cc(cc(Cc1ccc2)c5OCC(=O)OCC)N(=O)=O)c4OCCC)c3OCC(=O)OCC)N(=O)=O,14
OHNODC,1.362,519.955,O=C1CC[C@@H]([C@@]2([C@@H]1CCCC2)O)N(=O)=O,4
OHOZOD,1.352,1849.742,O=C(c1cc(cc(c1)N(=O)=O)N(=O)=O)O[C@@H]1CC[C@@H]2[C@@H](C1)C(C)(C)CCC2,14
OHUDOM,1.296,1913.576,O=N(=O)C[C@@H]([C@H]1CCCCC1=O)c1ccc(cc1)[C@H]([C@@H]1CCCCC1=O)O,5
OHUFEF,1.435,2210.437,CN1C(=O)N(C)C(=O)C(=Cc2cc(ccc2N2C[C@@H]3C[C@H](C2)C2=CC=CC(=O)N2C3)N(=O)=O)C1=O,19
OHUFOP,1.46,2172.266,O=C1N(C)C(=O)C2(C(=O)N1C)Cc1cc(ccc1N1[C@H]2[C@H]2C[C@@H](C1)CN1C2=CC=CC1=O)N(=O)=O,19
OHUJOQ,1.535,831.466,O=N(=O)c1ccc2c(c1)O[C@]13[C@](N2)(CCCC1)Oc1c(N3)ccc(c1)N(=O)=O,30
OHUJOQ01,1.5,850.707,O=N(=O)c1ccc2c(c1)O[C@]13[C@](N2)(CCCC1)Oc1c(N3)ccc(c1)N(=O)=O,30
OHUJUW,1.563,3266.565,O=N(=O)c1ccc2c(c1)N[C@@]13[C@@](O2)(CCCC1)Nc1c(O3)ccc(c1)N(=O)=O,15
OJAJAL,1.297,2204.821,CC[C@H]([C@H]1CCCC[C@@H]1N(=O)=O)C(=O)O,19
OJAREW,1.489,1169.723,CO[C@@]12[C@@H]3O[C@@H]3CN1c1c(C2=O)cc(cc1)N(=O)=O,14
OJARIA,1.553,2243.526,CO[C@]12[C@@H]3O[C@@H]3CN2c2c(C1=O)cccc2N(=O)=O,14
OJAXII,1.418,1992.595,O=C(c1cc(cc(c1)N(=O)=O)N(=O)=O)O[C@H]1CC[C@@H]([C@H]([C@H]([C@H]1COCc1ccccc1)OCc1ccccc1)OCc1ccccc1)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,4
OJAZEF,1.375,1726.37,CCO[C@@H]1Oc2c(OC)ccc3c2[C@]2(C1)C=CC(=O)C[C@@H]2C(=C3)N(=O)=O,14
OJAZIJ,1.424,837.99,CCO[C@H]1Oc2c(OC)ccc3c2[C@@]2(C1)C=CC(=O)C[C@H]2[C@@H](C3)N(=O)=O,2
OJEJUK,1.301,2023.829,O=N(=O)C[C@H]([C@@]1(C)c2ccccc2N(C1=O)C(=O)OC(C)(C)C)c1ccccc1,9
OJIJOG,1.433,645.009,O=N(=O)c1ccc(NN=C2CCCCC2)c(c1)N(=O)=O,2
OJIRIJ,1.42,1315.988,COc1ccc(c2cnc3ccccc3n2)c(c1)N(=O)=O,14
OJIRUV,1.365,1446.891,O=C1O[C@@H]([C@@](C1)(C)c1ccccc1)c1ccc(cc1)N(=O)=O,14
OJOCEW,1.285,2360.109,O=N(=O)[C@]12CN(C[C@H]1[C@@H]1CN(CON1c1c2cccc1)Cc1ccccc1)Cc1ccccc1,14
OJODEZ,1.713,942.786,O=C1OC(=O)c2ccc(c3cccc1c23)N(=O)=O,19
OJOLAC,1.486,1699.75,CC1(C)OCC(CO1)(N=O)N(=O)=O,15
OJOMIL,1.47,1691.787,O=N(=O)c1ccc(cc1)/C=N/c1ccccc1/N=C/c1ccc(cc1)N(=O)=O,14
OJOVUH,1.445,1702.699,COc1cc2cc(OC)c(OC)cc2c(n1)c1cc(ccc1OC)N(=O)=O,14
OJOYIY,1.462,1427.29,O=C1CN(C(=O)N1)/N=C/C1=CC=C(O1)c1ccc(cc1)N(=O)=O,14
OJOYIY01,1.501,1390.27,O=C1CN(C(=O)N1)/N=C/C1=CC=C(O1)c1ccc(cc1)N(=O)=O,14
OJOYIY02,1.516,1377.28,O=C1CN(C(=O)N1)/N=C/C1=CC=C(O1)c1ccc(cc1)N(=O)=O,19
OJOYIY03,1.496,697.465,O=C1CN(C(=O)N1)/N=C/C1=CC=C(O1)c1ccc(cc1)N(=O)=O,2
OJOYIY04,1.513,689.759,O=C1CN(C(=O)N1)/N=C/C1=CC=C(O1)c1ccc(cc1)N(=O)=O,4
OJOYIY05,1.507,1384.665,O=C1CN(C(=O)N1)/N=C/C1=CC=C(O1)c1ccc(cc1)N(=O)=O,14
OJOZUK,1.481,924.886,O=C([C@@H]1C=C[C@H](C1)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)OCc1ccccc1,2
OJUFIJ,1.35,1101.072,O=C1C=C[C@@H]2N([C@H]1[C@H]1[C@@H]2C=CC1=C(c1ccccc1)c1ccccc1)c1ccc(cn1)N(=O)=O,2
OJUHOS,1.304,2029.405,COC(=O)C1(C[C@@H](N[C@@H]1c1ccccc1N(=O)=O)c1ccc(cc1)C)C(=O)OC,14
OJUKAI,1.228,1478.501,C=C[C@]1(CCc2ccccc2)C(=O)CC[C@]1(C)N(=O)=O,19
OJUKEM,1.29,1262.573,C=C[C@@]1(C(=O)CC[C@]1(C)N(=O)=O)c1ccccc1,19
OJUKIQ,1.272,1207.801,C=C[C@@]1(C(=O)CC[C@@H]1N(=O)=O)c1ccccc1,19
OJUKOT,1.398,1245.853,CC[C@@H]1C/C(=N\Nc2ccc(cc2N(=O)=O)N(=O)=O)/[C@@H]2O[C@@]1(c1ccccc1)C(=C2C(=O)OC)C(=O)OC,2
OJUNEM,1.216,718.879,CN(/N=C(/c1ccc(cc1)N(=O)=O)\C=N\N(C)C)C,2
OJUNUC,1.257,764.428,CN(/N=C/C(=N\N1CCCC1)/c1ccc(cc1)N(=O)=O)C,2
OKAJAO,1.312,1586.553,CCOC(=O)[C@]([C@@H](c1ccc2c(c1)cccc2)C=C)(N(=O)=O)C,19
OKAJES,1.261,1787.365,CCOC(=O)[C@]([C@@H](c1ccccc1)C=C)(N(=O)=O)Cc1ccccc1,19
OKANOG,1.676,1911.223,NC(=N)Nc1ncc(c(N)c1N(=O)=O)N(=O)=O,61
OKAQEZ,1.365,1235.136,O=C(C1=C(C)NC2=C([C@@H]1c1cc(cc(c1O)N(=O)=O)N(=O)=O)C(=O)C(CC2)(C)C)OCc1ccccc1,2
OKAQID,1.493,701.204,COC(=O)C1=C(N)OC(=C1C(=O)c1cccc(c1)N(=O)=O)C#N,2
OKEBUC,1.335,1053.709,O=C(C1=C(/C=C/c2ccccc2)O[C@H]([C@@H]1c1ccccc1)N(=O)=O)/C=C/c1ccccc1,2
OKECAI,1.405,1727.08,O=C(c1ccc(cc1)N(=O)=O)OC[C@H]1C=CCC[C@@H]1C(=O)c1ccccc1,14
OKEQEA,1.574,1322.289,OC[C@@]12CO[C@H]([C@@H](O)[C@@H]2O)[C@@H](Oc3ccc(N(=O)=O)cc3)O1,4
OKIGAQ,1.303,1734.905,CCCCCCCOc1c(C=O)c(c(OC)cc1N(=O)=O)N(=O)=O,14
OKIRIL,1.879,6554.95,O=N(=O)C(COc1nc(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)nc(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)n1)(N(=O)=O)N(=O)=O,33
OKIROR,1.882,801.564,Nc1nc(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)nc(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)n1,2
OKIRUX,1.872,1036.242,O=C1NC(=O)N=C(N1)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,14
OKOSOX,1.446,1963.123,COC(=O)[C@@]1(C[C@H]2N(C1=O)[C@@H](CO2)c1ccccc1)c1ccc(cc1N(=O)=O)N(=O)=O,19
OKUBAX,1.188,1719.26,C[C@@H]1C[C@@H](C)O[C@@H](O1)[C@H]([C@H]([C@@H](N(=O)=O)C)c1ccccc1)C,19
OKUTOE,1.465,832.952,O=C(c1cc(cc(c1)N(=O)=O)N(=O)=O)/C=C\1/N(C)c2c(C1(C)C)cccc2,2
OKUTUK,1.277,838.537,O=C(c1ccc(cc1)N(=O)=O)/C=C\1/N(C)c2c(C1(C)C)cccc2,2
OKUXIC,1.494,1330.551,COC(=O)COc1ccc(cc1OCC(=O)OC)N(=O)=O,29
OLAJAM,1.364,2062.216,O=C1C[C@H](c2ccc(cc2)N(=O)=O)C2([C@@H](C1)c1ccccc1)C(=O)OC(OC2=O)(C)C,14
OLAVIG,1.256,1900.308,CO[C@@H]1C(=CC[C@H]2[C@H]1C[C@H](C2(C)C)OC(=O)c1ccc(cc1)N(=O)=O)C,19
OLAWAZ,1.441,788.904,O=N(=O)c1cc(ccc1N/N=C\1/[C@@H]2C=C[C@@H](C2)[C@H]2[C@@H]1CCC2)N(=O)=O,2
